BF_ID	SITENAME	CONTINENT	COUNTRY	BF_TYPE	COMPLETENESS	FINDER	FINDERS_NO	SITE_SUBDIV	CONTEXT_LEVEL	DATE_FOUND	MUSEUM_HOLDER	MUSEUM_ACCESSION_NO	MUSEUM_ACCESSION_DATE	RAW_MATERIAL_TYPE	RAW_MATERIAL_TEXTURE	RAW_MATERIAL_HARDNESS	DEGREE_PATINATION	CORTEX_TYPE	CORTEX_FRONT	CORTEX_BACK	CONDITION	EDGE_PROFILE	BLANK_TYPE	BUTT_TYPE	BUTT_WORKING	WEIGHT	LENGTH	BREADTH	L1	L1_BREADTH	BB	BM	BA	BREADTH_DIV_LENGTH	L1_DIV_LENGTH	BA_DIV_BB	CIRCUMFERENCE	AREA	PERCENTAGE_WORKED	FRONTAL_SYMMETRY	THICKNESS	THICKNESS_DIV_BREADTH	EDGE_VIEW_L1	EDGE_VIEW_THICKNESS_L1	TB	TM	TA	EDGE_VIEW_CIRCUMFERENCE	EDGE_VIEW_AREA	EDGE_VIEW_SYMMETRY	NOTES
2102	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	19	AREA2	C7	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	BATTERED	10	5	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	604	148.75	90.5	48.5	90.5	72.4	78.6	60.8	0.6	0.32	0.83	345.4	9528.6	43	0.03	46.5	0.51	22.1	44.6	43.6	38.7	26.3	328.4	5232.2	0.01	"MADE ON FLAKE FROM WATER ROLLED COBBLE, LATERAL EDGE DAMAGE ALONG WHOLE BIT AND ALONG LEFT HAND EDGE"
2104	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	21	AREA2	C7	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		MUDSTONE	FINE	FRIABLE	STAINED	POLISHED	85	20	ERODED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	805	172.5	102.5	59.3	100	92.1	96.6	67	0.59	0.34	0.72	402.6	13281.6	75	0.03	53	0.51	71.4	52.8	47.4	49.2	33.5	364.3	6941.9	0.01	"HEAVILY ERODED CLEAVER WITH INTERSECTION BIT BETWEEN CORTICAL AND VENTRAL SURFACE, FLAKE FROM WATER ROLLED COBBLE, POSSIBLE LATERAL EDGE DAMAGE ON BIT"
2107	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	127	AREA1	"C1 DEEP SOUNDING 9'9"" AT 0'x6'"	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	ABRADED	50	0	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	2750	294.67	151.1	102.5	151.1	120.8	132.4	92.7	0.51	0.34	0.76	660.4	32165	86	0.01	71.6	0.47	145.9	70.6	49.1	70.3	23.5	575.3	12408	0.06	"MADE ON FLAKE FROM LARGE WATER ROLLED COBBLE, LIGHT LATERAL AND IMPACT CRUSHING EDGE DAMAGE ALONG BIT, INTERSECTION BIT"
2108	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	7	AREA1	C1	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	STAINED	ABRADED	40	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	954	188.54	90.1	98.4	86.1	71.7	84.8	63.4	0.47	0.52	0.88	434.9	12982.9	27	0.06	62	0.68	72.3	61.3	47.6	48.3	30.4	391.6	7581.9	0.03	"MADE ON FLAKE FROM WATER ROLLED COBBLE, INTERSECTION BIT, LIGHT IMPACT CRUSHING AND LATERAL EDGE DAMAGE ON BIT"
2109	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	305	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	NONE	0	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	1016	165.93	117.1	108.8	114.7	91.7	109.1	112.7	0.7	0.65	1.22	457.3	15937.1	85	0.03	58.6	0.5	84	53.7	36.3	50.5	34.3	380.5	6988.1	0.02	"SQUAT CLEAVER WITH LATERAL EDGE DAMAGE ALONG WHOLE BIT AND UPPER CORNERS, LATERAL EDGE DAMAGE NOTCH ON LOWER LEFT HAND CORNER, SQUARE ANGULAR BUTT"
2111	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	10	AREA1	S2	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	STAINED	BATTERED	10	0	WIND POLISHED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	1778	235	123.9	110.2	121	91.7	119.5	102.4	0.52	0.46	1.11	532.1	21963.2	67	0.03	67.5	0.54	74.9	63.6	61.6	56.4	31.6	462.6	10073.2	0.02	"MADE ON FLAKE FROM WATER ROLLED COBBLE, EXTENSIVELY WIND POLISHED ON FRONT SURFACE"
2112	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	323	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	STAINED	ABRADED	30	25	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	1474	200.31	118.9	62	117.5	93.5	112.4	88.7	0.59	0.3	0.94	495.6	18635.9	69	0.02	63.6	0.53	73	63.3	54.1	51.1	34.1	453	9537	0.03	"CORTEX STRUCK, MADE ON FLAKE FROM WATER ROLLED COBBLE, EXTENSIVE LATERAL EDGE DAMAGE ALONG BIT AND UPPER EDGES"
2114	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	12	AREA1	S2	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	ABRADED	55	0	WIND POLISHED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	580	170.24	97.2	47.4	97	90.6	81.1	43.6	0.57	0.27	0.48	405.1	11538.8	65	0.03	39.5	0.4	64.7	39.1	32.1	38	28.4	330.5	4769.1	0.04	"MADE ON FLAKE FROM WATER ROLLED COBBLE, WIND POLISH ON REAR SURFACE, INTERSECTION BIT"
2116	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	309	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	NONE	0	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	525	139.76	101	100.8	99.6	67.8	87.8	96	0.72	0.72	1.41	372.6	10836.4	100	0.02	43.4	0.42	57.9	42.2	34.3	34.5	27.7	307.8	4423.4	0.06	"SQUAT CLEAVER WITH INTERSECTION BIT, ILLUSTRATED IN DEACON PAGE 167, NOTCH IN BIT IS RECENT DAMAGE, LIGHT LATERAL EDGE DAMAGE ON UPPER RIGHT HAND CORNER"
2118	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	10	AREA1	S2	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	BATTERED	5	20	WIND POLISHED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	260	99.28	63.1	32.7	61.8	55.1	59.7	39	0.63	0.32	0.7	251.5	4756.1	75	0.02	48.5	0.76	41.6	48.2	43.3	44.2	17.5	216.7	3190.8	0.03	"SMALL CLEAVER WITH INTERSECTION BIT, MADE ON FLAKE FROM WATER ROLLED COBBLE, WIND POLISHED ON BOTH SURFACES"
2125	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	137	AREA2	C9	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	MEDIUM	TOUGH	STAINED	NONE	0	0	ROLLED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	572	138.63	91	68.7	90.8	61.1	90.6	70.1	0.65	0.49	1.14	336.5	9481.6	92	0.01	47.7	0.52	66.3	46.5	32.5	44.7	32.9	306.3	5016.6	0.01	HEAVILY ROLLED PROBABLE CLEAVER WITH BLUNT TIP PROBABLY THROUGH IMPACT CRUSHING EDGE DAMAGE
2127	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	378	AREA2	C9	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	NONE	0	0	FRESH	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	554	148.66	88.8	74	88.1	62.1	87.8	70.7	0.59	0.49	1.13	354.9	10063.4	100	0.02	45.7	0.51	67.4	45	27.6	41.7	22.1	309.4	4394.6	0	ROUGH CLAVER WITH EXTENSIVE LATERAL EDGE DAMAGE ALONG WHOLE BIT AND UPPER RIGHT HAND EDGE
2134	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	370	AREA2	C9	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	STAINED	NONE	0	0	ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	1374	213.02	118.7	50.3	114.9	111.8	106.1	84.6	0.55	0.23	0.75	506.1	19155	71	0.05	66.1	0.55	40	65.2	63.6	56.9	28.3	463.2	9905.7	0.01	"ROUGH CLEAVER WITH LATERAL EDGE DAMAGE ALONG BIT, LIGHT IMPACT/CRUSH DAMAGE ALONG UPPER RIGHT HAND EDGE, LARGE POSSIBLE LATERAL EDGE DAMAGE NOTCH ON MID LEFT HAD SIDE"
2141	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	333G	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	ABRADED	30	0	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	775	157.5	105	51.5	103.7	94.9	96.2	56.3	0.66	0.32	0.59	381.4	11821.8	61	0.02	54.2	0.51	73.2	52	50.6	51.3	25.4	332.8	6056.2	0.02	"MADE ON FLAKE FROM WATER ROLLED COBBLE, LATERAL EDGE DAMAGE ON TIP AND UPPER RIGHT HAND EDGE, SMALL INTERSECTION BIT"
2144	AMANZI SPRINGS	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	DEACON	333	AREA1	C10	1964	"ALBANY, GRAHAMSTOWN, SOUTH AFRICA"	UNCLEAR		QUARTZITE	FINE	TOUGH	FRESH	BATTERED	5	0	FRESH	IRREGULAR	FLAKE	PARTIALLY CORTICAL	UNWORKED	683	148.6	89.3	59.1	89.1	65.4	86.6	66.1	0.6	0.39	1.01	348.5	10049.2	35	0	63.4	0.7	58.4	62.4	41.7	58	24.7	319.3	5870.9	0.03	"MADE ON FLAKE FROM WATER ROLLED COBBLE, LIGHT IMPACT/CRUSH AND LATERAL EDGE DAMAGE ALONG CONVEX BIT AND UPPER CORNERS"
2162	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	ABRADED	0	5	LIGHTLY ABRADED	LINEAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	543	158.84	92	76.5	92	76.9	91.2	68.5	0.57	0.48	0.89	379	11392.9	100	0.01	39.5	0.42	56.8	39.1	33.1	34.7	25	325.8	4418.7	0.01	"CLEAVER WITH INTERSECTION BIT, POSSIBLE SMALL NOTCH ON MID LEFT HAND SIDE"
2163	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	556	169.86	83.8	84	82.7	59.1	82.5	67.6	0.49	0.49	1.14	373.4	10624.9	100	0.01	46.9	0.55	83.3	45.7	28.3	45.3	29.4	334	5066.5	0.03	"INTERSECTION BIT, POSSIBLE LIGHT LATERAL EDGE DAMAGE ON BIT"
2165	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	ERODED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	504	156.39	80.4	116.6	80.4	55.8	66.5	71.1	0.51	0.74	1.27	355.9	8920.1	93	0.07	50.8	0.63	65.9	50.8	36.8	45.7	22.3	314.4	4833.3	0.04	INTERSECTION BIT
2166	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	520	152.39	89.5	64.2	88.8	65.9	85.9	76.4	0.58	0.42	1.15	364.3	10575.6	94	0.01	37.8	0.42	60.4	36.8	23.6	33.5	24	332.4	3966.6	0.15	INTERSECTION BIT WITH POSSIBLE LIGHT LATERAL EDGE DAMAGE
2167	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	492	156.39	80.8	92.8	80	57.3	78.5	69.9	0.51	0.59	1.21	364.1	9761.8	83	0.02	43.8	0.54	52.7	43.4	36.4	37.2	21.3	315.4	4468	0.02	"INTERSECTION BIT WITH POSSIBLE LARGE NOTCH, MAY BE LATER DUE TO FRESH APPEARANCE"
2168	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	ERODED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	534	161.23	79.6	86.5	77.7	64.8	76	76.2	0.49	0.53	1.17	405.4	11042.9	86	0.01	38.5	0.48	84.5	36.4	26.2	36	20.7	332.8	4080.7	0.04	INTERSECTION BIT
2170	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	841	163.18	101.7	69.9	101.3	86	97.4	79.8	0.62	0.42	0.92	408.3	13265.2	92	0.01	48.1	0.47	67.8	46.2	37.3	45.1	27.6	316.7	5045.4	0.01	INTERSECTION BIT WITH POSSIBLE CRUSH OR IMPACT DAMAGE ALONG BIT
2171	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	464	167.75	76	48.6	71.1	67.1	70.3	45.7	0.45	0.28	0.68	367.9	9268.4	58	0.1	34.9	0.45	84.8	34.1	22.7	33.9	24.2	344.8	4222.7	0.15	"PROBABLE CLEAVER WITH CONCAVE INTERSECTION BIT, VERY OBVIOUSLY MADE ON VICTORIA WEST CORE, UNWORKED SECTION INCLUDES LENGTH OF EDGE ASSOCIATED WITH SHAPING OF CORE"
2176	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	722	172.6	89.2	102.1	88.2	71.8	87.4	81.7	0.51	0.59	1.13	399.9	12475.4	86	0.01	44.2	0.49	69.2	42.8	31.3	42.3	25.6	343.2	5104.3	0.06	"CLEAVER WITH INTERSECTION BIT, PROBABLY MADE USING VICTORIA WEST TECHNIQUE, POSSIBLE LIGHT LATERAL EDGE DAMAGE ON CONVEX BIT, EDGES UNIFACIAL WORKED"
2179	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	303	126.29	69.5	84.2	66.7	51.1	58.3	56	0.55	0.66	1.09	296.4	6433.5	86	0.1	36.6	0.52	44.6	35.6	28.7	30.8	15.9	257.1	2957.1	0.04	SMALL CLEAVER WITH CONVEX INTERSECTION BIT
2183	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	855	174.74	100	88.9	99.3	80.9	98.5	97.8	0.57	0.5	1.2	437.6	14787.4	100	0.01	45	0.45	76.8	44.3	30.6	39.8	25	374.4	5535.2	0.01	INTERSECTION BIT WITH POSSIBLE IMPACT OR CRUSH DAMAGE ALONG BIT
2184	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	5	5	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	778	197.32	89.9	90.8	89.4	66.8	88.6	81.7	0.45	0.46	1.22	454	14000.6	88	0.03	45.5	0.5	81.3	44.1	29	41.9	21.4	408.3	5955.2	0.03	INTERSECTION BIT WITH NOTCH ON UPPER RIGHT HAND CORNER
2185	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	1103	195.09	106.5	116.2	106.2	78.4	105.2	88.9	0.54	0.59	1.13	459.9	16322.1	93	0.03	48.1	0.45	102.3	47.4	37.2	47.4	25.4	414.9	6689.1	0.01	"INTERSECTION BIT, PROBABLY MADE ON VICTORIA WEST CORE"
2186	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	PARTIALLY WORKED	825	179.2	91.6	129.6	91.1	58.1	84.6	84.6	0.51	0.72	1.45	412.3	12485.7	89	0	50.4	0.55	93.1	49.2	35.6	48.8	30.2	366.6	6333	0.01	INTERSECTION BIT
2187	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	710	170.37	94.4	90.1	93.1	84.2	92.1	81.1	0.55	0.52	0.96	445.7	13880	100	0.01	43.6	0.46	74.9	42.4	27.3	38.2	26.4	359.3	4965.3	0.04	INTERSECTION BIT
2188	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	55	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	321	103.31	68.8	88.5	65.3	62	65.3	64.4	0.66	0.85	1.03	301.8	6293.4	83	0.01	33.4	0.48	38.9	33.1	29.4	32.2	23.2	226.5	2777	0.1	"SMALL CLEAVER WITH INTERSECTION BIT BETWEEN VENTRAL AND CORTICAL SURFACE, CRUSH IMPACT DAMAGE"
2189	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	0	5	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	244	121.03	67.9	52.9	64.9	46.9	64.2	57	0.56	0.43	1.21	279.3	6210.1	100	0.02	29.1	0.42	52.2	28.5	19.7	27.6	15.3	246.7	2426	0.06	"SMALL CLEAVER WITH INTERSECTION BIT, MADE ON VICTORIA WEST CORE"
2190	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	648	161.86	84.2	79.6	83.1	66.1	82.7	68.8	0.52	0.49	1.04	376.8	10915.8	100	0.01	47.8	0.56	82.7	46.9	29.3	46.9	27.1	330.5	4980.6	0.13	INTERSECTION BIT
2191	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	COMPLETELY WORKED	420	151.34	77.9	56	76.6	64.8	76.2	54.3	0.51	0.37	0.83	347.3	9145.6	100	0	40.9	0.52	75	39.9	26.7	39.7	22.9	293.1	3859.9	0.02	"INTERSECTION BIT WITH POSSIBLE LIGHT LATERAL EDGE DAMAGE, PROBABLY MADE ON VICTORIA WEST CORE"
2192	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	FLAKE	NON-CORTICAL	UNWORKED	550	151.99	102.4	86.5	100.3	56.9	97.5	92.5	0.67	0.56	1.62	377	11530	75	0.03	38.4	0.37	61.4	37.2	29.8	31.8	20.7	332.4	4150.8	0.07	"INTERSECTION BIT, ROUNDING AND POSSIBLE LIGHT LATERAL EDGE DAMAGED ON BIT, IRREGULAR ANGULAR BUTT"
2193	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	45	0	ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	COMPLETELY WORKED	732	198.38	105.8	103.2	105.5	75	105	83.8	0.53	0.52	1.11	442.5	15461.6	100	0.02	34.6	0.32	93.2	33.7	24.3	33.2	16.1	388.6	4298.6	0.04	INTERSECTION BIT
2194	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NONE	0	0	LIGHTLY ABRADED	IRREGULAR	UNCLEAR	NON-CORTICAL	PARTIALLY WORKED	563	143.46	87.6	60.6	87.1	74.2	83.6	57.1	0.61	0.42	0.76	343.3	9334.1	68	0.01	51.4	0.58	50	50.9	40.5	40.5	16.5	293.8	4311.1	0.02	CRUDE ULTRA CONVERGENT CLEAVER WITH SMALL BIT
2195	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	5	5	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	586	156.37	83.6	89.4	83.1	70	81.2	68	0.53	0.57	0.97	372.1	10493.2	71	0.05	43.1	0.51	82.7	39.4	39.4	39.4	18.4	333.7	4750.9	0.01	"IRREGULAR INTERSECTION BIT, SQUARE CORTICAL BUTT, LIGHT LATERAL EDGE DAMAGE ON BIT"
2196	PNIEL 6	AFRICA	SOUTH AFRICA	CLEAVER	COMPLETE	BEAUMONT	UNCLEAR	AREA C	DIAMOND DIGGINGS	1993	"McGREGOR, KIMBERLEY, SOUTH AFRICA"	6755	1993	ANDESITE	FINE	TOUGH	PATINATED	NATURAL SURFACE	0	50	LIGHTLY ABRADED	IRREGULAR	FLAKE	PARTIALLY CORTICAL	PARTIALLY WORKED	434	155.73	73.7	71.4	73.4	62.1	70.7	54	0.47	0.45	0.86	356.6	9000.1	88	0.01	35.6	0.48	57.7	35.3	27.6	31.8	20	311.7	3827.7	0.01	SMALL INTERSECTION BIT
